date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-12-10 23:46:10,Makor55,,0,0,0,"A police officer and at least five other people have died in a series of “furious” gun battles in Jersey City, in the state of New Jersey. Two other police officers were also wounded during the... https://www.wheelonlineradio.com/jersey-city-deadly-gun-battle-kills-six-people/ …",,,,1204547887973183488,https://twitter.com/Makor55/status/1204547887973183488
2019-12-10 23:45:13,the_pseudoverse,turing_police,0,0,3,"poop filter it’s what bill gates drinks from",,,,1204547648398577665,https://twitter.com/the_pseudoverse/status/1204547648398577665
2019-12-10 23:43:24,_sahmuel,,0,1,0,"The Federal Government of Nigeria: LEGISLATORS, STOP HOSPITALS FROM REJECTING VICTIMS OF ATTACK BECAUSE OF POLICE REPORT!! - Sign the Petition! http://chng.it/nNB8ZVTS via @Change",,@Change,,1204547189843714048,https://twitter.com/_sahmuel/status/1204547189843714048
2019-12-10 23:41:14,jegsplus,,0,0,0,"Kogi Election: Police Parade Suspected Killer Of PDP Women Leader https://jegsplus.com/kogi-election-police-parade-suspected-killer-of-pdp-women-leader/ …pic.twitter.com/89UgJlZLXC",,,,1204546644202729473,https://twitter.com/jegsplus/status/1204546644202729473
2019-12-10 23:38:53,9newsng,,0,0,0,"Suspected killers of Kogi PDP woman leader paraded by police - https://9newsng.com/suspected-killers-of-kogi-pdp-woman-leader-paraded-by-police/ …pic.twitter.com/fsI52O1B6S",,,,1204546053053267968,https://twitter.com/9newsng/status/1204546053053267968
2019-12-10 23:37:56,pattydearie,,0,0,0,"Pattydearie's Blog: Suspected killers of Kogi PDP woman leader paraded by police... https://www.pattydearie.com/2019/12/suspected-killers-of-kogi-pdp-woman.html?spref=tw …",,,,1204545815949271041,https://twitter.com/pattydearie/status/1204545815949271041
2019-12-10 23:37:51,NewsASAPng,,0,0,0,"Abuja Residents Lament As Shiite, Police Clash Grounds Activities At Wuse Market https://is.gd/Q5k85I",,,,1204545796026388480,https://twitter.com/NewsASAPng/status/1204545796026388480
2019-12-10 23:37:43,avson999,ToniRuediger,0,0,2,"POLICE MAN",,,,1204545761381376002,https://twitter.com/avson999/status/1204545761381376002
2019-12-10 23:25:38,EhinzeEmeka,,0,1,2,"The Federal Government of Nigeria: LEGISLATORS, STOP HOSPITALS FROM REJECTING VICTIMS OF ATTACK BECAUSE OF POLICE REPORT!! - Sign the Petition! http://chng.it/JDXKNNR6 via @Change",,@Change,,1204542722327162887,https://twitter.com/EhinzeEmeka/status/1204542722327162887
2019-12-10 23:23:55,rogba_dave,,0,2,3,"I give LASTMA 10 years from now with their level of corrupt practice, they will start arresting police. I laugh in silence for this great nation. pic.twitter.com/LsEyJK5t5G",,,,1204542286983512064,https://twitter.com/rogba_dave/status/1204542286983512064
2019-12-10 23:23:54,NevidaB,,0,0,0,"New Jersey – Six People Including Police Officer, Have Been Killed In A Shootout https://nevidablog.com/2019/12/10/new-jersey-six-people-including-police-officer-killed-shootout/ …pic.twitter.com/NkIyeBEmpu",,,,1204542285494525953,https://twitter.com/NevidaB/status/1204542285494525953
2019-12-10 23:21:10,IndependentNGR,,0,0,0,"FUNAAB, Students, Police Collaborate On Crime Fighting http://dlvr.it/RL2hvd pic.twitter.com/rxLHmW4Dqz",,,,1204541594205970432,https://twitter.com/IndependentNGR/status/1204541594205970432
2019-12-10 23:12:54,Aliyu4ever,,0,0,0,"Kogi PDP Women Leader’s death: Police parade six suspects https://www.premiumtimesng.com/regional/north-central/367660-kogi-pdp-women-leaders-death-police-parade-six-suspects.html …pic.twitter.com/tgOOxGIx1j",,,,1204539517211987969,https://twitter.com/Aliyu4ever/status/1204539517211987969
2019-12-10 23:05:51,NobleReporters,,0,0,0,"Breaking – Suspected killers of PDP women leader, kogi paraded by police. http://noblereporters.news.blog/2019/12/11/breaking-suspected-killers-of-pdp-women-leader-kogi-paraded-by-police/ …pic.twitter.com/2EnOtmQ8q2",,,,1204537741129719814,https://twitter.com/NobleReporters/status/1204537741129719814
